Year,Region,Crop_Type,Season,Price_per_kg
2007,Ebonyi,Cassava,Dry,144.8781370359326
2007,Ebonyi,Rice,Dry,206.49073520982424
2007,Ebonyi,Yam,Dry,158.7976822053281
2007,Ebonyi,Sorghum,Dry,181.2412530633924
2007,Ebonyi,Millet,Dry,146.43867308769987
2007,Ebonyi,Groundnut,Dry,143.02874670910563
2007,Ebonyi,Beans,Dry,188.77044109102263
2007,Edo,Maize,Wet,147.3835071345764
2007,Edo,Cassava,Wet,134.16607691487343
2007,Edo,Rice,Wet,202.94899662430717
2007,Edo,Yam,Wet,146.18227034793537
2007,Edo,Sorghum,Wet,179.31686785489586
2007,Edo,Millet,Wet,157.30143012339641
2007,Edo,Groundnut,Wet,195.04054075190038
2007,Edo,Beans,Wet,163.00303865351063
2007,Edo,Maize,Dry,162.94711975569973
2007,Edo,Cassava,Dry,173.9737307042634
2007,Edo,Rice,Dry,223.1299206770671
2007,Edo,Yam,Dry,126.23376083472061
2007,Edo,Sorghum,Dry,178.8576970189044
2007,Edo,Millet,Dry,175.98166654907152
2007,Edo,Groundnut,Dry,166.44298198002988
2007,Edo,Beans,Dry,190.71205846787942
2007,Ekiti,Maize,Wet,110.2563216029004
2007,Ekiti,Cassava,Wet,174.30217113162755
2007,Ekiti,Rice,Wet,184.1117289893365
2007,Ekiti,Yam,Wet,160.68885574164963
2007,Ekiti,Sorghum,Wet,186.42400961732622
2007,Ekiti,Millet,Wet,144.23913991526365
2007,Ekiti,Groundnut,Wet,165.71674193227653
2007,Ekiti,Beans,Wet,190.79599860393785
2007,Ekiti,Maize,Dry,154.72604101275186
2007,Ekiti,Cassava,Dry,158.40345400477136
2007,Ekiti,Rice,Dry,216.432674430141
2007,Ekiti,Yam,Dry,155.10663384841212
2007,Ekiti,Sorghum,Dry,188.5334647338787
2007,Ekiti,Millet,Dry,139.7033226879053
2007,Ekiti,Groundnut,Dry,174.26295662043933
2007,Ekiti,Beans,Dry,195.04322318345785
2007,Enugu,Maize,Wet,118.63081145434636
2007,Enugu,Cassava,Wet,173.680061883598
2007,Enugu,Rice,Wet,183.2012931794078
2007,Enugu,Yam,Wet,132.45729155939733
2007,Enugu,Sorghum,Wet,142.12445198398774
2007,Enugu,Millet,Wet,156.4006595263971
2007,Enugu,Groundnut,Wet,151.69223116323732
2007,Enugu,Beans,Wet,175.74101942771858
2007,Enugu,Maize,Dry,168.57897002361287
2007,Enugu,Cassava,Dry,184.34334330189444
2007,Enugu,Rice,Dry,188.01027181018674
2007,Enugu,Yam,Dry,147.01468470171835
2007,Enugu,Sorghum,Dry,183.36912585675879
2007,Enugu,Millet,Dry,144.76605494280662
2007,Enugu,Groundnut,Dry,166.9838004132997
2007,Enugu,Beans,Dry,187.72536352059996
2007,Gombe,Maize,Wet,149.81212544554128
2007,Gombe,Cassava,Wet,150.9212288076349
2007,Gombe,Rice,Wet,196.18883568097567
2007,Gombe,Yam,Wet,125.96718167691995
2007,Gombe,Sorghum,Wet,180.3590397702513
2007,Gombe,Millet,Wet,150.1151638892924
2007,Gombe,Groundnut,Wet,125.61239534507668
2007,Gombe,Beans,Wet,149.79478566662837
2007,Gombe,Maize,Dry,117.72490425882566
2007,Gombe,Cassava,Dry,159.3026201923047
2007,Gombe,Rice,Dry,177.3133445327843
2007,Gombe,Yam,Dry,151.58322792411036
2007,Gombe,Sorghum,Dry,184.61693838335867
2007,Gombe,Millet,Dry,146.64235323799602
2007,Gombe,Groundnut,Dry,204.2458700942201
2007,Gombe,Beans,Dry,169.52284840841435
2007,Imo,Maize,Wet,160.33549731790248
2007,Imo,Cassava,Wet,189.69302828522993
2007,Imo,Rice,Wet,188.8686434712853
2007,Imo,Yam,Wet,133.4904880874941
2007,Imo,Sorghum,Wet,179.2318998365506
2007,Imo,Millet,Wet,152.2032199028431
2007,Imo,Groundnut,Wet,140.00275775179637
2007,Imo,Beans,Wet,149.83793953110123
2007,Imo,Maize,Dry,154.00911304920385
2007,Imo,Cassava,Dry,174.2514835762388
2007,Imo,Rice,Dry,191.1627932883519
2007,Imo,Yam,Dry,169.83618934994618
2007,Imo,Sorghum,Dry,160.33208923372092
2007,Imo,Millet,Dry,144.05413865307705
2007,Imo,Groundnut,Dry,181.94444520763096
2007,Imo,Beans,Dry,179.8843813395617
2007,Jigawa,Maize,Wet,103.11925466586649
2007,Jigawa,Cassava,Wet,195.0301727678167
2007,Jigawa,Rice,Wet,152.86746330710974
2007,Jigawa,Yam,Wet,118.52451965280275
2007,Jigawa,Sorghum,Wet,146.63358673187736
2007,Jigawa,Millet,Wet,153.54835648910148
2007,Jigawa,Groundnut,Wet,191.1101486818747
2007,Jigawa,Beans,Wet,170.96938378001076
2007,Jigawa,Maize,Dry,150.99600780053078
2007,Jigawa,Cassava,Dry,167.42395260831404
2007,Jigawa,Rice,Dry,204.37768339061097
2007,Jigawa,Yam,Dry,129.52026215275959
2007,Jigawa,Sorghum,Dry,136.42747583176993
2007,Jigawa,Millet,Dry,188.83968844828678
2007,Jigawa,Groundnut,Dry,158.80141010094562
2007,Jigawa,Beans,Dry,177.61149148961533
2007,Kaduna,Maize,Wet,131.63283645023006
2007,Kaduna,Cassava,Wet,165.18328854638278
2007,Kaduna,Rice,Wet,185.77290769990984
2007,Kaduna,Yam,Wet,139.47076458582242
2007,Kaduna,Sorghum,Wet,166.32342388858044
2007,Kaduna,Millet,Wet,142.4230229293212
2007,Kaduna,Groundnut,Wet,188.7605833125105
2007,Kaduna,Beans,Wet,156.87652563967592
2007,Kaduna,Maize,Dry,142.03782543393504
2007,Kaduna,Cassava,Dry,156.577005366454
2007,Kaduna,Rice,Dry,181.97150707206262
2007,Kaduna,Yam,Dry,150.03395864739633
2007,Kaduna,Sorghum,Dry,151.8884907479571
2007,Kaduna,Millet,Dry,182.4849660654609
2007,Kaduna,Groundnut,Dry,174.76663854022357
2007,Kaduna,Beans,Dry,167.15402843221412
2007,Kano,Maize,Wet,87.38778004981907
2007,Kano,Cassava,Wet,185.9883611675611
2007,Kano,Rice,Wet,229.03385059700122
2007,Kano,Yam,Wet,159.77305299359762
2007,Kano,Sorghum,Wet,155.50496093085704
2007,Kano,Millet,Wet,151.67223026133377
2007,Kano,Groundnut,Wet,158.48718167194585
2007,Kano,Beans,Wet,123.09007323113948
2007,Kano,Maize,Dry,168.91474881847688
2007,Kano,Cassava,Dry,170.26145602150692
2007,Kano,Rice,Dry,222.2026126561636
2007,Kano,Yam,Dry,163.39259765123174
2007,Kano,Sorghum,Dry,211.78636617397586
2007,Kano,Millet,Dry,126.18378690395619
2007,Kano,Groundnut,Dry,198.8446084754381
2007,Kano,Beans,Dry,173.09025975828354
2007,Katsina,Maize,Wet,145.83748827136446
2007,Katsina,Cassava,Wet,184.79946063935284
2007,Katsina,Rice,Wet,184.58332266600297
2007,Katsina,Yam,Wet,172.2683873970222
2007,Katsina,Sorghum,Wet,161.17432961042718
2007,Katsina,Millet,Wet,120.93235300211843
2007,Katsina,Groundnut,Wet,209.16114770491737
2007,Katsina,Beans,Wet,123.45051404284399
2007,Katsina,Maize,Dry,108.37287711152244
2007,Katsina,Cassava,Dry,170.75555274054398
2007,Katsina,Rice,Dry,198.01588205527486
2007,Katsina,Yam,Dry,148.4904648773797
2007,Katsina,Sorghum,Dry,191.14366715588488
2007,Katsina,Millet,Dry,197.75182137937693
2007,Katsina,Groundnut,Dry,155.17970444939024
2007,Katsina,Beans,Dry,189.62108998150273
2007,Kebbi,Maize,Wet,139.89708910759234
2007,Kebbi,Cassava,Wet,103.92878323044434
2007,Kebbi,Rice,Wet,209.12247420364196
2007,Kebbi,Yam,Wet,166.2241067583892
2007,Kebbi,Sorghum,Wet,152.097314444931
2007,Kebbi,Millet,Wet,145.1047678756884
2007,Kebbi,Groundnut,Wet,169.7856907494273
2007,Kebbi,Beans,Wet,186.42381858730639
2007,Kebbi,Maize,Dry,147.9356693028225
2007,Kebbi,Cassava,Dry,172.1991516431689
2007,Kebbi,Rice,Dry,244.46881244131882
2007,Kebbi,Yam,Dry,174.5276911218871
2007,Kebbi,Sorghum,Dry,158.55141785301575
2007,Kebbi,Millet,Dry,140.50583636124423
2007,Kebbi,Groundnut,Dry,157.08328724778204
2007,Kebbi,Beans,Dry,158.53908617405736
2007,Kogi,Maize,Wet,119.26092495758881
2007,Kogi,Cassava,Wet,188.98272733200452
2007,Kogi,Rice,Wet,177.57074134887202
2007,Kogi,Yam,Wet,120.42450802216564
2007,Kogi,Sorghum,Wet,181.13896627804445
2007,Kogi,Millet,Wet,163.95325245378675
2007,Kogi,Groundnut,Wet,169.73773297549081
2007,Kogi,Beans,Wet,147.32003275884546
2007,Kogi,Maize,Dry,144.71746196089478
2007,Kogi,Cassava,Dry,186.1469156605037
2007,Kogi,Rice,Dry,179.21682265972697
2007,Kogi,Yam,Dry,174.3217916808986
2007,Kogi,Sorghum,Dry,155.39571368118592
2007,Kogi,Millet,Dry,171.08252502410957
2007,Kogi,Groundnut,Dry,190.52793139120286
2007,Kogi,Beans,Dry,165.06165798505543
2007,Kwara,Maize,Wet,155.27091582802532
2007,Kwara,Cassava,Wet,123.06575100683312
2007,Kwara,Rice,Wet,181.80925747380755
2007,Kwara,Yam,Wet,144.79954358543867
2007,Kwara,Sorghum,Wet,169.96331102918253
2007,Kwara,Millet,Wet,117.19312058571086
2007,Kwara,Groundnut,Wet,117.62615836662815
2007,Kwara,Beans,Wet,157.66085058200088
2007,Kwara,Maize,Dry,129.07543041570455
2007,Kwara,Cassava,Dry,197.28958833479535
2007,Kwara,Rice,Dry,200.5744897935222
2007,Kwara,Yam,Dry,169.4373364663929
2007,Kwara,Sorghum,Dry,140.30844195831781
2007,Kwara,Millet,Dry,176.68148865804312
2007,Kwara,Groundnut,Dry,176.44697647466538
2007,Kwara,Beans,Dry,179.465285332419
2007,Lagos,Maize,Wet,169.7839641940951
2007,Lagos,Cassava,Wet,137.65770530745243
2007,Lagos,Rice,Wet,181.45318825545695
2007,Lagos,Yam,Wet,123.06107691162846
2007,Lagos,Sorghum,Wet,169.79624481550672
2007,Lagos,Millet,Wet,146.2514432768218
2007,Lagos,Groundnut,Wet,156.9478291926433
2007,Lagos,Beans,Wet,156.82803401900907
2007,Lagos,Maize,Dry,177.04828213006422
2007,Lagos,Cassava,Dry,147.91858121957566
2007,Lagos,Rice,Dry,212.41254028013296
2007,Lagos,Yam,Dry,140.8162834686624
2007,Lagos,Sorghum,Dry,204.1137841760484
2007,Lagos,Millet,Dry,166.10713113840364
2007,Lagos,Groundnut,Dry,189.50645908897775
2007,Lagos,Beans,Dry,194.0846407616308
2007,Nasarawa,Maize,Wet,140.29998878058893
2007,Nasarawa,Cassava,Wet,117.32649335994819
2007,Nasarawa,Rice,Wet,137.43501268060103
2007,Nasarawa,Yam,Wet,126.61997940530637
2007,Nasarawa,Sorghum,Wet,148.5912255463725
2007,Nasarawa,Millet,Wet,148.92767266270545
2007,Nasarawa,Groundnut,Wet,175.989300255703
2007,Nasarawa,Beans,Wet,164.32364829846088
2007,Nasarawa,Maize,Dry,154.56309788234407
2007,Nasarawa,Cassava,Dry,184.46068091972228
2007,Nasarawa,Rice,Dry,216.70677490763416
2007,Nasarawa,Yam,Dry,118.74330273865809
2007,Nasarawa,Sorghum,Dry,173.49922381276687
2007,Nasarawa,Millet,Dry,127.38670983651974
2007,Nasarawa,Groundnut,Dry,155.9043928431112
2007,Nasarawa,Beans,Dry,165.31494428885838
2007,Niger,Maize,Wet,109.88789595261406
2007,Niger,Cassava,Wet,214.6461547949958
2007,Niger,Rice,Wet,210.65696426815683
2007,Niger,Yam,Wet,131.80909572702743
2007,Niger,Sorghum,Wet,161.97700717750126
2007,Niger,Millet,Wet,161.63993228401284
2007,Niger,Groundnut,Wet,171.46944573748016
2007,Niger,Beans,Wet,158.1775776251625
2007,Niger,Maize,Dry,138.943136526957
2007,Niger,Cassava,Dry,167.11019749372744
2007,Niger,Rice,Dry,228.35732162949984
2007,Niger,Yam,Dry,154.78867737990672
2007,Niger,Sorghum,Dry,169.7728283927019
2007,Niger,Millet,Dry,140.73228704161
2007,Niger,Groundnut,Dry,185.7544821280284
2007,Niger,Beans,Dry,160.18029569214485
2007,Ogun,Maize,Wet,103.65291623378826
2007,Ogun,Cassava,Wet,116.85941634039992
2007,Ogun,Rice,Wet,187.25184782752942
2007,Ogun,Yam,Wet,133.26417211299247
2007,Ogun,Sorghum,Wet,155.80468736826705
2007,Ogun,Millet,Wet,211.86557697505015
2007,Ogun,Groundnut,Wet,164.45053903081063
2007,Ogun,Beans,Wet,128.74624541437436
2007,Ogun,Maize,Dry,130.31531740494086
2007,Ogun,Cassava,Dry,180.49308371804796
2007,Ogun,Rice,Dry,172.48116716422686
2007,Ogun,Yam,Dry,188.06326188850485
2007,Ogun,Sorghum,Dry,161.977476327348
2007,Ogun,Millet,Dry,177.14883252068088
2007,Ogun,Groundnut,Dry,141.99346054694277
2007,Ogun,Beans,Dry,179.37632468279116
2007,Ondo,Maize,Wet,114.49283641414205
2007,Ondo,Cassava,Wet,155.74739937537765
2007,Ondo,Rice,Wet,162.45260826074457
2007,Ondo,Yam,Wet,135.6770195046525
2007,Ondo,Sorghum,Wet,147.92653216432302
2007,Ondo,Millet,Wet,199.82969457709916
2007,Ondo,Groundnut,Wet,171.104306430732
2007,Ondo,Beans,Wet,192.1344247650539
2007,Ondo,Maize,Dry,128.3548542474711
2007,Ondo,Cassava,Dry,143.10333357707887
2007,Ondo,Rice,Dry,181.1644412423915
2007,Ondo,Yam,Dry,142.30366701355152
2007,Ondo,Sorghum,Dry,155.473568632276
2007,Ondo,Millet,Dry,188.89066159820408
2007,Ondo,Groundnut,Dry,153.42066536920447
2007,Ondo,Beans,Dry,159.36894613622022
2007,Osun,Maize,Wet,153.96027467759174
2007,Osun,Cassava,Wet,202.95708664061578
2007,Osun,Rice,Wet,173.05216802057186
2007,Osun,Yam,Wet,163.94809717761402
2007,Osun,Sorghum,Wet,135.56772737591987
2007,Osun,Millet,Wet,128.12129599713356
2007,Osun,Groundnut,Wet,143.10408702278883
2007,Osun,Beans,Wet,129.84214585325674
2007,Osun,Maize,Dry,151.46336706227964
2007,Osun,Cassava,Dry,164.23376242805207
2007,Osun,Rice,Dry,219.6871304223861
2007,Osun,Yam,Dry,149.5051861321885
2007,Osun,Sorghum,Dry,192.47177211557903
2007,Osun,Millet,Dry,163.88217518493002
2007,Osun,Groundnut,Dry,157.88289180275444
2007,Osun,Beans,Dry,144.56051659781573
2007,Oyo,Maize,Wet,142.9496906296779
2007,Oyo,Cassava,Wet,150.62409630687085
2007,Oyo,Rice,Wet,143.4388424803509
2007,Oyo,Yam,Wet,124.7164415745571
2007,Oyo,Sorghum,Wet,157.6451268387106
2007,Oyo,Millet,Wet,209.24534738979463
2007,Oyo,Groundnut,Wet,159.9915092965243
2007,Oyo,Beans,Wet,158.4278796073179
2007,Oyo,Maize,Dry,144.009955356851
2007,Oyo,Cassava,Dry,129.49543498087274
2007,Oyo,Rice,Dry,218.6040506073583
2007,Oyo,Yam,Dry,199.44594351626114
2007,Oyo,Sorghum,Dry,167.22461679061607
2007,Oyo,Millet,Dry,138.5399075418181
2007,Oyo,Groundnut,Dry,199.71834635963478
2007,Oyo,Beans,Dry,170.36506069595393
2007,Plateau,Maize,Wet,132.35071768312048
2007,Plateau,Cassava,Wet,175.49003971391542
2007,Plateau,Rice,Wet,183.5292762336281
2007,Plateau,Yam,Wet,131.34661578617607
2007,Plateau,Sorghum,Wet,152.34272417035703
2007,Plateau,Millet,Wet,160.0803270178953
2007,Plateau,Groundnut,Wet,175.34239072348822
2007,Plateau,Beans,Wet,179.21790731012138
2007,Plateau,Maize,Dry,161.03389518815348
2007,Plateau,Cassava,Dry,157.10466206842872
2007,Plateau,Rice,Dry,194.15656273204155
2007,Plateau,Yam,Dry,136.8232994931835
2007,Plateau,Sorghum,Dry,141.5915103035486
2007,Plateau,Millet,Dry,151.30012493932318
2007,Plateau,Groundnut,Dry,170.02312941258728
2007,Plateau,Beans,Dry,194.9864676627807
2007,Rivers,Maize,Wet,130.4872504667446
2007,Rivers,Cassava,Wet,152.45810414738028
2007,Rivers,Rice,Wet,194.01459782863185
2007,Rivers,Yam,Wet,122.09117557946018
2007,Rivers,Sorghum,Wet,149.00542285142333
2007,Rivers,Millet,Wet,140.17086437562597
2007,Rivers,Groundnut,Wet,208.94614488456259
2007,Rivers,Beans,Wet,158.93563769246154
2007,Rivers,Maize,Dry,121.9089856795971
2007,Rivers,Cassava,Dry,178.9071070845342
2007,Rivers,Rice,Dry,187.45650838793838
2007,Rivers,Yam,Dry,150.6424160995826
2007,Rivers,Sorghum,Dry,160.10853780422315
2007,Rivers,Millet,Dry,194.74558031273327
2007,Rivers,Groundnut,Dry,156.9890873647603
2007,Rivers,Beans,Dry,164.48673372325538
2007,Sokoto,Maize,Wet,85.1671240092929
2007,Sokoto,Cassava,Wet,165.0271447163303
2007,Sokoto,Rice,Wet,152.60419684400438
2007,Sokoto,Yam,Wet,135.7519514813797
2007,Sokoto,Sorghum,Wet,141.18972543074102
2007,Sokoto,Millet,Wet,185.93872268764193
2007,Sokoto,Groundnut,Wet,155.75134720702857
2007,Sokoto,Beans,Wet,146.17620420871427
2007,Sokoto,Maize,Dry,138.58972553251243
2007,Sokoto,Cassava,Dry,167.31977049650376
2007,Sokoto,Rice,Dry,214.29144482755626
2007,Sokoto,Yam,Dry,162.15027224046182
2007,Sokoto,Sorghum,Dry,197.69219485801213
2007,Sokoto,Millet,Dry,179.18846166106107
2007,Sokoto,Groundnut,Dry,164.5585494997777
2007,Sokoto,Beans,Dry,173.83115478844846
2007,Taraba,Maize,Wet,95.93350305564965
2007,Taraba,Cassava,Wet,146.38063622305123
2007,Taraba,Rice,Wet,169.28678737428032
2007,Taraba,Yam,Wet,147.88277045270658
2007,Taraba,Sorghum,Wet,156.92331165632496
2007,Taraba,Millet,Wet,138.87760555802518
2007,Taraba,Groundnut,Wet,189.4271062029018
2007,Taraba,Beans,Wet,156.27406199106022
2007,Taraba,Maize,Dry,141.07780803774114
2007,Taraba,Cassava,Dry,192.91386286858784
2007,Taraba,Rice,Dry,185.12858249690976
2007,Taraba,Yam,Dry,180.91397656040863
2007,Taraba,Sorghum,Dry,201.06695493226863
2007,Taraba,Millet,Dry,148.75355552572762
2007,Taraba,Groundnut,Dry,213.86774226679384
2007,Taraba,Beans,Dry,156.37694585442995
2007,Yobe,Maize,Wet,93.67200353326888
2007,Yobe,Cassava,Wet,164.39141272316468
2007,Yobe,Rice,Wet,180.0633385217581
2007,Yobe,Yam,Wet,153.57634500244166
2007,Yobe,Sorghum,Wet,147.52104741686057
2007,Yobe,Millet,Wet,144.82517979147016
2007,Yobe,Groundnut,Wet,144.5720599071751
2007,Yobe,Beans,Wet,132.404233961027
2007,Yobe,Maize,Dry,121.83539446037943
2007,Yobe,Cassava,Dry,151.4433235846139
2007,Yobe,Rice,Dry,211.45601883510014
2007,Yobe,Yam,Dry,124.10073155239448
2007,Yobe,Sorghum,Dry,158.4607826378662
2007,Yobe,Millet,Dry,228.47643159204512
2007,Yobe,Groundnut,Dry,170.21752245236152
2007,Yobe,Beans,Dry,200.84404300269657
2007,Zamfara,Maize,Wet,128.84434918872648
2007,Zamfara,Cassava,Wet,141.10058191809472
2007,Zamfara,Rice,Wet,166.71223536676655
2007,Zamfara,Yam,Wet,136.13424876078776
2007,Zamfara,Sorghum,Wet,196.97034590656892
2007,Zamfara,Millet,Wet,183.83346020947448
2007,Zamfara,Groundnut,Wet,142.06300676920125
2007,Zamfara,Beans,Wet,135.59437316471752
2007,Zamfara,Maize,Dry,147.23977132736744
2007,Zamfara,Cassava,Dry,190.26256809774583
2007,Zamfara,Rice,Dry,228.72716615795593
2007,Zamfara,Yam,Dry,137.53343060081914
2007,Zamfara,Sorghum,Dry,174.07836889799114
2007,Zamfara,Millet,Dry,180.67379749784044
2007,Zamfara,Groundnut,Dry,168.21249657046053
2007,Zamfara,Beans,Dry,172.56396234776733
2008,Abia,Maize,Wet,121.84457367250464
2008,Abia,Cassava,Wet,167.60184670714202
2008,Abia,Rice,Wet,184.6142096945472
2008,Abia,Yam,Wet,156.78643845054899
2008,Abia,Sorghum,Wet,96.63476958539556
2008,Abia,Millet,Wet,189.04319357427616
2008,Abia,Groundnut,Wet,198.6082802058838
2008,Abia,Beans,Wet,132.88250125838854
2008,Abia,Maize,Dry,138.46895444557998
2008,Abia,Cassava,Dry,189.51174440582494
2008,Abia,Rice,Dry,224.2658522842855
2008,Abia,Yam,Dry,120.12862275390185
2008,Abia,Sorghum,Dry,150.39511576265392
2008,Abia,Millet,Dry,181.186763873476
2008,Abia,Groundnut,Dry,149.50231812945697
2008,Abia,Beans,Dry,168.25274405072557
2008,Adamawa,Maize,Wet,125.51923300233513
2008,Adamawa,Cassava,Wet,148.0033537725732
2008,Adamawa,Rice,Wet,190.86861760371283
2008,Adamawa,Yam,Wet,138.74512886634352
2008,Adamawa,Sorghum,Wet,152.62687691944143
2008,Adamawa,Millet,Wet,161.2308424685175
2008,Adamawa,Groundnut,Wet,177.28272876176246
2008,Adamawa,Beans,Wet,138.4171283029173
2008,Adamawa,Maize,Dry,144.0371528606755
2008,Adamawa,Cassava,Dry,192.2222306781435
2008,Adamawa,Rice,Dry,227.64628007521296
2008,Adamawa,Yam,Dry,91.69919228562351
2008,Adamawa,Sorghum,Dry,160.82385031632043
2008,Adamawa,Millet,Dry,187.91445480045599
2008,Adamawa,Groundnut,Dry,152.5533652586149
2008,Adamawa,Beans,Dry,177.24499567404206
2008,Akwa Ibom,Maize,Wet,164.91898391282018
2008,Akwa Ibom,Cassava,Wet,147.2691217814952
2008,Akwa Ibom,Rice,Wet,199.85881963347427
2008,Akwa Ibom,Yam,Wet,132.1489552865497
2008,Akwa Ibom,Sorghum,Wet,165.50661860413126
2008,Akwa Ibom,Millet,Wet,198.82237460972283
2008,Akwa Ibom,Groundnut,Wet,134.7582233594758
2008,Akwa Ibom,Beans,Wet,116.00794445381317
2008,Akwa Ibom,Maize,Dry,139.3954407153791
2008,Akwa Ibom,Cassava,Dry,183.4090639882569
2008,Akwa Ibom,Rice,Dry,214.29782265059487
2008,Akwa Ibom,Yam,Dry,147.85749678218508
2008,Akwa Ibom,Sorghum,Dry,174.45044194940505
2008,Akwa Ibom,Millet,Dry,161.2280568325049
2008,Akwa Ibom,Groundnut,Dry,203.8879622511473
2008,Akwa Ibom,Beans,Dry,165.77781392395102
2008,Anambra,Maize,Wet,104.50225951985243
2008,Anambra,Cassava,Wet,135.89861292296374
2008,Anambra,Rice,Wet,162.08714773215846
2008,Anambra,Yam,Wet,167.60963013644948
2008,Anambra,Sorghum,Wet,160.24717071951653
2008,Anambra,Millet,Wet,133.78820299982084
2008,Anambra,Groundnut,Wet,140.87079134007695
2008,Anambra,Beans,Wet,142.58924058523448
2008,Anambra,Maize,Dry,152.1646946242601
2008,Anambra,Cassava,Dry,168.05253781143688
2008,Anambra,Rice,Dry,219.36700478995778
2008,Anambra,Yam,Dry,164.22835683435628
2008,Anambra,Sorghum,Dry,170.99556984001828
2008,Anambra,Millet,Dry,153.75374861380166
2008,Anambra,Groundnut,Dry,153.40380002993948
2008,Anambra,Beans,Dry,172.82718495307884
2008,Bauchi,Maize,Wet,107.33963873985402
2008,Bauchi,Cassava,Wet,163.5471158086198
2008,Bauchi,Rice,Wet,199.4335468705284
2008,Bauchi,Yam,Wet,135.73875220622946
2008,Bauchi,Sorghum,Wet,146.69846461374294
2008,Bauchi,Millet,Wet,143.20557141339634
2008,Bauchi,Groundnut,Wet,159.45503497009946
2008,Bauchi,Beans,Wet,166.24544052594823
2008,Bauchi,Maize,Dry,142.56479252377034
2008,Bauchi,Cassava,Dry,167.5022564498976
2008,Bauchi,Rice,Dry,218.80657507339816
2008,Bauchi,Yam,Dry,142.75862820508647
2008,Bauchi,Sorghum,Dry,129.42559836412596
2008,Bauchi,Millet,Dry,150.42123680548391
2008,Bauchi,Groundnut,Dry,191.58852320241843
2008,Bauchi,Beans,Dry,141.6879037430627
2008,Bayelsa,Maize,Wet,115.51919255572602
2008,Bayelsa,Cassava,Wet,160.78325379782711
2008,Bayelsa,Rice,Wet,200.49875069075065
2008,Bayelsa,Yam,Wet,158.31946955903547
2008,Bayelsa,Sorghum,Wet,164.19358553590993
2008,Bayelsa,Millet,Wet,157.23410722027342
2008,Bayelsa,Groundnut,Wet,170.60563595817075
2008,Bayelsa,Beans,Wet,168.0006957071558
2008,Bayelsa,Maize,Dry,168.6562071040077
2008,Bayelsa,Cassava,Dry,171.68980426760322
2008,Bayelsa,Rice,Dry,197.67027201405654
2008,Bayelsa,Yam,Dry,169.80273362018448
2008,Bayelsa,Sorghum,Dry,154.29943415246473
2008,Bayelsa,Millet,Dry,160.45658245064143
2008,Bayelsa,Groundnut,Dry,167.83258975228927
2008,Bayelsa,Beans,Dry,135.56479634733125
2008,Benue,Maize,Wet,127.28107830761363
2008,Benue,Cassava,Wet,133.2757117623188
2008,Benue,Rice,Wet,181.00959749187987
2008,Benue,Yam,Wet,145.03306292434468
2008,Benue,Sorghum,Wet,123.19443992019482
2008,Benue,Millet,Wet,173.12103826904314
2008,Benue,Groundnut,Wet,138.33158221136455
2008,Benue,Beans,Wet,173.11745713318186
2008,Benue,Maize,Dry,141.42314033449102
2008,Benue,Cassava,Dry,192.34621317082002
2008,Benue,Rice,Dry,190.90357550303304
2008,Benue,Yam,Dry,143.9567262119334
2008,Benue,Sorghum,Dry,177.86144466790523
2008,Benue,Millet,Dry,157.33187994731833
2008,Benue,Groundnut,Dry,209.1895600893031
2008,Benue,Beans,Dry,166.17205794908475
2008,Borno,Maize,Wet,136.75072856213802
2008,Borno,Cassava,Wet,177.85533971964355
2008,Borno,Rice,Wet,200.99573330533823
2008,Borno,Yam,Wet,158.42849153590805
2008,Borno,Sorghum,Wet,150.77827398857804
2008,Borno,Millet,Wet,144.93753626413616
2008,Borno,Groundnut,Wet,149.44224571107964
2008,Borno,Beans,Wet,160.49852919343815
2008,Borno,Maize,Dry,128.6639160834148
2008,Borno,Cassava,Dry,176.04214765335178
2008,Borno,Rice,Dry,187.71643002857195
2008,Borno,Yam,Dry,154.32552737251194
2008,Borno,Sorghum,Dry,171.78632180220018
2008,Borno,Millet,Dry,184.68986042974387
2008,Borno,Groundnut,Dry,180.50373458068583
2008,Borno,Beans,Dry,179.4071724354059
2008,Cross River,Maize,Wet,99.08434829617079
2008,Cross River,Cassava,Wet,173.4622655793377
2008,Cross River,Rice,Wet,183.4288612263783
2008,Cross River,Yam,Wet,138.5106381128544
2008,Cross River,Sorghum,Wet,186.50281147771503
2008,Cross River,Millet,Wet,165.0521219641198
2008,Cross River,Groundnut,Wet,128.5146674224312
2008,Cross River,Beans,Wet,171.17380508897338
2008,Cross River,Maize,Dry,133.36434063626825
2008,Cross River,Cassava,Dry,196.91613086275353
2008,Cross River,Rice,Dry,183.3719593426602
2008,Cross River,Yam,Dry,131.1244050432244
2008,Cross River,Sorghum,Dry,208.60353437098848
2008,Cross River,Millet,Dry,165.0527076075494
2008,Cross River,Groundnut,Dry,166.7160407264781
2008,Cross River,Beans,Dry,203.4333993088271
2008,Delta,Maize,Wet,121.30435554142805
2008,Delta,Cassava,Wet,179.74607013277566
2008,Delta,Rice,Wet,206.41139347956894
2008,Delta,Yam,Wet,161.94417510488924
2008,Delta,Sorghum,Wet,192.9823437835818
2008,Delta,Millet,Wet,144.78771325172593
2008,Delta,Groundnut,Wet,165.97904235443826
2008,Delta,Beans,Wet,159.54912643309837
2008,Delta,Maize,Dry,117.3364099085201
2008,Delta,Cassava,Dry,186.16084251704694
2008,Delta,Rice,Dry,229.25615201650393
